name,country,state,lat,lon,elev,begin_station,end_station
SIDROLANDIA,BR,,-20.983,-54.967,+0465.5,20160704,20210920
CAMPO GRANDE,BR,,-20.45,-54.617,+0531.5,20160704,20210920
AGUA CLARA,BR,,-20.417,-52.883,+0339.5,20160704,20210920
TRES LAGOAS,BR,,-20.783,-51.7,+0314.5,20160704,20210920
JALES,BR,,-20.167,-50.6,+0458.5,20160704,20210920
VOTUPORANGA,BR,,-20.417,-49.967,+0487.5,20160704,20210920
ITUVERAVA,BR,,-20.359,-47.775,+0601.5,20160704,20210920
FRANCA,BR,,-20.583,-47.383,+1027.5,20160704,20210920
PASSOS,BR,,-20.75,-46.633,+0785.5,20160704,20210920
FORMIGA,BR,,-20.45,-45.45,+0879.5,20160704,20210920
OURO BRANCO,BR,,-20.55,-43.75,+1062.5,20160704,20210920
VICOSA,BR,,-20.767,-42.867,+0713.7,20160704,20210920
ALFREDO CHAVES,BR,,-20.633,-40.733,+0036.5,20160704,20210920
VITORIA,BR,,-20.317,-40.317,+0010.5,20160704,20210920
PORTO MURTINHO,BR,,-21.7,-57.55,+0086.5,20160704,20210920
RIO BRILHANTE,BR,,-21.783,-54.533,+0330.5,20160704,20210920
VALPARAISO,BR,,-21.317,-50.933,+0375.5,20160704,20210920
ARIRANHA,BR,,-21.133,-48.833,+0526.5,20160704,20210920
PRADOPOLIS,BR,,-21.338,-48.114,+0545.5,20160704,20210920
IBITINGA,BR,,-21.856,-48.8,+0493.5,20160704,20210920
SAO CARLOS,BR,,-21.983,-47.883,+0864.5,20160704,20210920
CALDAS,BR,,-21.917,-46.383,+1151.5,20160704,20210920
VARGINHA,BR,,-21.567,-45.4,+0926.5,20160704,20210920
BARBACENA,BR,,-21.217,-43.767,+1156.5,20160704,20210920
JUIZ DE FORA,BR,,-21.767,-43.367,+0951.5,20160704,20210920
MURIAE,BR,,-21.1,-42.383,+0271.5,20160704,20210920
CAMBUCI,BR,,-21.583,-41.95,+0036.5,20160704,20210920
PONTA PORA,BR,,-22.533,-55.533,+0651.5,20160704,20210920
DOURADOS,BR,,-22.2,-54.917,+0470.5,20160704,20210920
IVINHEMA,BR,,-22.3,-53.817,+0374.8,20160704,20210920
PRESIDENTE PRUDENTE,BR,,-22.117,-51.4,+0437.1,20160704,20210920
RANCHARIA,BR,,-22.367,-50.967,+0351.5,20160704,20210920
BAURU,BR,,-22.317,-49.067,+0551.5,20160704,20210920
BARRA BONITA,BR,,-22.467,-48.55,+0544.5,20160704,20210920
MONTE VERDE,BR,,-22.867,-46.05,+0661.5,20160704,20210920
MARIA DA FE,BR,,-22.317,-45.367,+1277.5,20160704,20210920
CAMPOS DO JORDAO,BR,,-22.75,-45.6,+1581.5,20160704,20210920
PASSA QUATRO,BR,,-22.4,-44.967,+1041.5,20160704,20210920
RESENDE,BR,,-22.451,-44.445,+0453.5,20160704,20210920
ALBACORA P25 OIL PLATFORM    ,BR,,-22.1,-39.917,+0010.1,20130109,20210920
MACAE,BR,,-22.343,-41.766,+0002.4,20050502,20210920
ARRAIAL DO CABO,BR,,-22.976,-42.021,+0005.5,20160704,20210920
ITAQUIRAI,BR,,-23.45,-54.183,+0337.5,20160704,20210920
CIDADE GAUCHA,BR,,-23.359,-52.932,+0382.5,20160704,20210920
MARINGA,BR,,-23.405,-51.933,+0543.5,20160704,20210920
JOAQUIM TAVORA,BR,,-23.505,-49.946,+0523.5,20160704,20210920
AVARE,BR,,-23.1,-48.95,+0726.5,20160704,20210920
ITAPEVA,BR,,-23.983,-48.883,+0708.5,20160704,20210920
SOROCABA,BR,,-23.433,-47.583,+0610.5,20160704,20210920
PARATI,BR,,-23.223,-44.727,+0005.5,20160704,20210920
INACIO MARTINS,BR,,-25.567,-51.083,+1261.5,20160704,20210920
IVAI,BR,,-25.017,-50.85,+0809.5,20160704,20210920
CURITIBA,BR,,-25.449,-49.23,+0925.0,20160704,20210920
MORRETES,BR,,-25.517,-48.817,+0060.5,20160704,20210920
DIONISIO CERQUEIRA,BR,,-26.283,-53.633,+0811.5,20160704,20210920
CLEVELANDIA,BR,,-26.417,-52.35,+0981.5,20160704,20210920
XANXERE,BR,,-26.933,-52.4,+0890.5,20160704,20210920
MAJOR VIEIRA,BR,,-26.4,-50.367,+0809.5,20160704,20210920
CACADOR,BR,,-26.817,-50.833,+0953.5,20160704,20210920
RIO DO CAMPO,BR,,-26.933,-50.15,+0593.5,20160704,20210920
RIO NEGRINHO,BR,,-26.25,-49.583,+0870.5,20160704,20210920
INDAIAL,BR,,-26.917,-49.267,+0088.2,20160704,20210920
SANTA ROSA,BR,,-27.883,-54.483,+0277.5,20160706,20210920
SANTO AUGUSTO,BR,,-27.85,-53.783,+0551.5,20160704,20210920
PALMEIRA DAS MISSOES,BR,,-27.917,-53.317,+0643.5,20160704,20210920
ERECHIM,BR,,-27.667,-52.3,+0766.5,20160708,20210920
JOACABA,BR,,-27.169,-51.559,+0777.5,20160704,20210920
CURITIBANOS,BR,,-27.283,-50.6,+0983.5,20160704,20210920
SAO BORJA,BR,,-28.65,-56.017,+0084.5,20160704,20210920
CRUZ ALTA,BR,,-28.6,-53.667,+0433.5,20160704,20210920
PASSO FUNDO,BR,,-28.229,-52.404,+0685.5,20160704,20210920
SOLEDADE,BR,,-28.854,-52.542,+0668.5,20160704,20210920
LAGOA VERMELHA,BR,,-28.222,-51.512,+0843.5,20160704,20210920
VACARIA,BR,,-28.514,-50.883,+0987.5,20160704,20210920
SAO JOSE DOS AUSENTES,BR,,-28.751,-50.058,+1245.5,20160704,20210920
URUBICI,BR,,-28.126,-49.479,+1811.5,20160704,20210920
SAO JOAQUIM,BR,,-28.283,-49.933,+1411.5,20160704,20210920
URUSSANGA,BR,,-28.533,-49.317,+0049.5,20160704,20210920
ARARANGUA,BR,,-28.933,-49.5,+0013.5,20160704,20210920
URUGUAIANA,BR,,-29.85,-57.083,+0063.8,20160728,20210920
ALEGRETE,BR,,-29.717,-55.533,+0122.5,20160704,20210920
SANTIAGO,BR,,-29.183,-54.883,+0395.5,20160704,20210920
SANTA MARIA,BR,,-29.7,-53.7,+0096.5,20160704,20210920
RIO PARDO,BR,,-29.867,-52.383,+0112.5,20160704,20210920
BENTO GONCALVES,BR,,-29.167,-51.535,+0641.5,20160704,20210920
CANELA,BR,,-29.369,-50.828,+0831.5,20160704,20210920
TORRES,BR,,-29.35,-49.733,+0006.2,20160704,20210920
QUARAI,BR,,-30.369,-56.437,+0125.5,20160704,20210920
SANTANA DO LIVRAMENTO,BR,,-30.833,-55.6,+0329.5,20160805,20210920
SAO GABRIEL,BR,,-30.341,-54.311,+0127.5,20160704,20210920
CACAPAVA DO SUL,BR,,-30.548,-53.468,+0451.5,20160704,20210920
PORTO ALEGRE,BR,,-30.05,-51.167,+0048.5,20160704,20210920
CAMAQUA,BR,,-30.811,-51.835,+0109.5,20160704,20210920
TRAMANDAI,BR,,-30.01,-50.135,+0002.5,20160704,20210920
CANGUCU,BR,,-31.406,-52.701,+0465.5,20160704,20210920
JAGUARAO,BR,,-32.554,-53.376,+0048.5,20160704,20210920
CANIVETE,BR,,0.517,-50.417,+0003.0,20040919,20210920
RIO/JACAREPAGUA,BR,,-22.983,-43.367,+0003.0,19770601,20210920
CARAVELAS,BR,,-17.733,-39.25,+0003.0,19320501,20210920
SANTA CRUZ,BR,,-22.932,-43.719,+0003.0,19730101,20210920
BASE AEREA DE SANTOS,BR,,-23.925,-46.288,+0003.0,19730101,20210920
SAO TOME,BR,,-22.05,-41.05,+0004.0,19790112,20210920
ILHA DO MEL,BR,,-25.483,-48.317,+0004.0,20101228,20210920
RIO GRANDE,BR,,-32.033,-52.1,+0004.0,20160725,20210920
TRINDADE (ILHA)              ,BR,,-20.5,-29.317,+0005.0,19430401,20210920
MOSTARDAS,BR,,-31.25,-50.9,+0005.0,19790112,20210920
JOAO PESSOA,BR,,-7.1,-34.867,+0007.0,19310104,20210920
SANTA MARIA,BR,,-10.984,-37.07,+0007.0,19830401,20210920
BELEM,BR,,-1.45,-48.467,+0010.0,19310104,20210920
BREVES,BR,,-1.667,-50.483,+0015.0,19891201,20210920
